cuisines,count
"Seafood, Mediterranean, Croatian, Pub",1
"European, Eastern European, Central European, Hungarian, Grill, Fusion",1
"Mexican, Mediterranean, Grill, Spanish",1
"Italian, Wine Bar, Lombard, Northern-Italian, Gastropub",1
"Indian, Pizza, Grill, Middle Eastern, Pakistani",1
"Italian, Mediterranean, Healthy, Lazio, Central-Italian",1
"Italian, Steakhouse, Barbecue, Greek, Beer restaurants",1
"Cafe, International, Pub",1
"Italian, Pizza, Barbecue, Deli, Neapolitan, Campania, Romana, Lazio, Central-Italian, Southern-Italian, Mediterranean, Grill",1
"Latin, Venezuelan, Fusion",1
"Italian, Pizza, Cafe, Seafood, Ligurian, Northern-Italian, Southern-Italian",1
"Mediterranean, European, Wine Bar, International, Gastropub",1
"Italian, Mediterranean, Bar, Central-Italian",1
"Pub, Italian, Bar, Seafood, Mediterranean, Barbecue",1
"Bar, British, Grill, Pub, Diner",1
"Cafe, European, Wine Bar, Swedish",1
"Argentinian, Latin, Spanish, Fusion, Healthy, Street Food, South American",1
"Italian, French, Dutch, Spanish, British",1
"Polish, Pizza, Italian, European",1
"British, Healthy, European, Contemporary",1
"Bar, Italian, Cafe, Fast food",1
"Mediterranean, Greek, European, Diner, Wine Bar",1
"Belgian, Dutch, Cafe, Fast food, European, Argentinian, South American",1
"American, Southwestern, Bar, Fast food",1
"Bar, British, Pub, Italian, Grill",1
"Mediterranean, Spanish, Gastropub, Bar",1
"Grill, Italian, Pizza, Sardinian, Southern-Italian",1
"Caribbean, Spanish, Hawaiian",1
"Caribbean, Bar, Pub, Jamaican",1
"Indian, Bar, Mediterranean, Spanish, Pub, Argentinian, South American",1
"Pizza, Fast food, Barbecue, Turkish, Middle Eastern",1
"Italian, German, Austrian, Bar, European, Contemporary, Central European",1
"French, Scandinavian",1
"Bar, Spanish, Pub, American, Brew Pub, Gastropub",1
"Bar, Cafe, American, International",1
"Irish, Contemporary, Gastropub",1
"Steakhouse, Mediterranean, Turkish, Greek",1
"Italian, American, Steakhouse, Seafood, Barbecue, Pub, Brew Pub, Beer restaurants",1
"Cafe, European, Deli, Diner, Danish",1
"Belgian, Dutch, Fast food, European, Contemporary",1
"Lebanese, Mediterranean, Spanish, Catalan",1
"Brew Pub, American, British, Pub",1
"Pizza, Mediterranean, European, Seafood, Barbecue",1
"Steakhouse, Indian, British",1
"Bar, European, Pub, Norwegian, Scandinavian",1
"Italian, American, German, British",1
"Bar, Cafe, Fast food, Mediterranean, Diner",1
"Mediterranean, European, Spanish, Wine Bar, Swedish",1
"Italian, Cafe, Pizza, International, British",1
"Seafood, Mediterranean, European, Croatian, Central European, Asian",1
"Japanese, Peruvian, Latin, Sushi, Asian, South American",1
"Bar, British, Steakhouse, Grill",1
"Mediterranean, Spanish, Contemporary, Fast food",1
"Seafood, European, Mediterranean, Portuguese, Beer restaurants",1
"Italian, Pizza, Barbecue, Romana, Lazio, Central-Italian, Grill",1
"Pub, Italian, Bar, German",1
"Bar, International, European, Pub, Diner, Romanian",1
"Bar, Seafood, Mediterranean, Spanish, Diner",1
"Fast food, Mediterranean, European, Grill, Portuguese",1
"Street Food, Latin, European, Chilean, South American, Swedish",1
"Japanese, Mediterranean, Sushi, Asian, Thai",1
"Belgian, Cafe, French, German, European",1
"Pizza, Seafood, Lombard, Northern-Italian",1
"Grill, Healthy, Mediterranean, European, International",1
"American, Spanish, Deli, Contemporary",1
"European, Street Food, Romanian",1
"Cafe, Pub, Greek, Mediterranean",1
"Cafe, International, European, Healthy, Czech",1
"Cafe, Mediterranean, European, Healthy, Wine Bar, Street Food",1
"Danish, French, European",1
"Bar, Gastropub, Brew Pub",1
"Polish, Grill, Healthy, European",1
"Cafe, Deli, Italian, French, German, Spanish",1
"Bar, International, Swedish",1
"Italian, Bar, Seafood, Mediterranean, Contemporary, Pub",1
"Bar, Pub, Welsh, Brew Pub, Gastropub",1
"American, Barbecue, European, Italian",1
"Fast food, Deli, British",1
"German, Austrian, Brew Pub, European, Greek",1
"Cafe, Contemporary, Pub, Healthy, Gastropub, Soups",1
"Bar, Cafe, Spanish, Grill, Pub",1
"Bar, Mediterranean, European, Pizza, Healthy",1
"Gastropub, Italian, Mediterranean, Romana, Lazio, Central-Italian",1
"Steakhouse, Italian, Pizza, Seafood, Tuscan, Central-Italian",1
"European, Greek, Middle Eastern, Persian",1
"Grill, Japanese, Sushi, Asian, Barbecue",1
"Italian, Central-Italian, Romana, Lazio, Mediterranean",1
"Middle Eastern, Mediterranean, Lebanese, Fast food",1
"Pizza, Neapolitan, Campania, Southern-Italian, Italian, Mediterranean, Pub",1
"Bar, Mediterranean, Barbecue, Healthy",1
"Mediterranean, European, Central European, Central-Italian",1
"Steakhouse, Italian, Pizza, Mediterranean, European, Healthy, Tuscan, Central-Italian",1
"Italian, Mexican, Pizza, Mediterranean, Asian",1
"Italian, Seafood, Mediterranean, Healthy, Sicilian, International, Southern-Italian",1
"Cafe, British, Grill, Street Food, Soups, Scottish",1
"Seafood, Mediterranean, European, Central European, Barbecue",1
"Vietnamese, Fast food, Street Food, Medicinal foods, Beer restaurants",1
"Cafe, British, Bar, Healthy",1
"Italian, Bar, Pizza, Seafood, International, Pub",1
"Turkish, Street Food, Mediterranean, Middle Eastern",1
"Philippine, Asian, Spanish",1
"French, Belgian, Cafe, European, Portuguese",1
"Steakhouse, Bar, Spanish, Grill",1
"Pizza, Fast food, Spanish, Grill",1
"Cafe, Fast food, Spanish, Healthy",1
"Bar, Cafe, Barbecue, Pub, Diner, Dining bars",1
"Bar, Cafe, Russian, Eastern European, Ukrainian, Dining bars",1
"Mediterranean, Greek, Wine Bar, Cafe",1
"Cafe, European, Ukrainian",1
"Mediterranean, Italian, Cafe, Healthy",1
"Fusion, Emilian, Northern-Italian, Mediterranean",1
"Pub, Italian, Latin, International, Barbecue, Spanish",1
"Chinese, Japanese, Sushi, Asian, Central Asian, Seafood, Middle Eastern",1
"Portuguese, European, Street Food",1
"European, Grill, Bar",1
"Indian, Seafood, Italian, Pizza",1
"Pizza, British, Grill, Diner, Eastern European",1
"Indian, Spanish, Turkish, Middle Eastern, Pakistani",1
"International, Street Food, American, Fast food",1
"Cafe, British, Fast food, European, Diner",1
"Cafe, European, International, Hungarian",1
"Italian, Fast food, Mediterranean, Cafe",1
"Turkish, Grill, Fast food",1
"American, German, European, Portuguese, Dining bars",1
"Pizza, Italian, Seafood, Mediterranean, Apulian, Southern-Italian",1
"American, Bar, Pizza, Cafe, European, Italian",1
"Steakhouse, International, Mediterranean, Wine Bar",1
"European, Balti, Eastern European",1
"Bar, Brazilian, Fusion",1
"Belgian, French, Brew Pub, Cafe, European, Street Food",1
"Belgian, Mediterranean, European, Seafood",1
"Bar, British, Wine Bar, Contemporary, Gastropub",1
"European, Greek, Diner, Wine Bar",1
"Italian, European, Middle Eastern, Danish",1
"International, European, British, Grill, Contemporary",1
"Bar, Pizza, Mediterranean, Italian, Barbecue, Tuscan, Central-Italian",1
"Cafe, Seafood, Barbecue, European, Danish",1
"Asian, Contemporary, Bar, International",1
"European, Danish, Cafe, Scandinavian, International",1
"African, Spanish, Turkish",1
"Bar, Cafe, Fast food, Grill, Pub, Gastropub",1
"Bar, Pub, Healthy, Wine Bar, Gastropub",1
"Irish, Bar, Steakhouse, Pub",1
"Seafood, Italian, Mediterranean, Sardinian, Southern-Italian, Barbecue",1
"Japanese, Fusion, Central Asian, Chinese, Seafood, Sushi, Asian",1
"Italian, Pizza, Deli, Healthy, Mediterranean",1
"Chinese, Japanese, Taiwanese, Asian",1
"Mediterranean, Greek, Street Food, Cafe",1
"Italian, Steakhouse, Mediterranean, Grill, Pub, Barbecue",1
"American, Bar, European, British, Scottish",1
"Italian, Steakhouse, Pizza, Barbecue, Pub",1
"Mediterranean, Spanish, Contemporary, Fusion, Ecuadorean, South American",1
"Belgian, Bar, Pizza, European",1
"Indian, Central Asian, Balti, Eastern European",1
"Italian, Seafood, Mediterranean, Japanese, Romana, Lazio, Central-Italian",1
"Latin, Spanish, South American, Colombian, Ecuadorean",1
"Cafe, European, Grill, Soups, Central European, Romanian",1
"Bar, International, Contemporary",1
"Mexican, Fast food, Street Food, Latin",1
"Belgian, Bar, European, British, Pub, Central European",1
"Pizza, Mediterranean, European, Healthy, Fast food",1
"European, Contemporary, Wine Bar, Scandinavian, Beer restaurants",1
"Grill, Pub, Wine Bar",1
"Cafe, British, Indian, Eastern European",1
"Italian, Mediterranean, Deli, Romana, Lazio, Central-Italian, Pizza, Seafood, Barbecue",1
"Italian, Brew Pub, Street Food, Pizza, Pub",1
"Calabrian, Southern-Italian, Italian, Bar, Fast food, Deli, Healthy, Pub",1
"Greek, Italian, Mediterranean, Grill, Wine Bar",1
"Pub, Bar, Italian, Irish, British, Scottish",1
"Bar, Pub, European, Eastern European, Central European",1
"Czech, Brew Pub, European, Central European",1
"Healthy, Ethiopian",1
"European, Hungarian, Pizza, Fast food, Street Food",1
"Pizza, Cafe, Mediterranean, Spanish, Dining bars",1
"Italian, Pizza, Seafood, Mediterranean, Soups, Sicilian, Southern-Italian, Contemporary, Gastropub",1
"Seafood, European, Asian, Italian, Pizza",1
"Irish, British, Bar",1
"Moroccan, Fast food, Mediterranean, Turkish, Middle Eastern",1
"Italian, Pizza, Mediterranean, European, Greek, Neapolitan, Campania, Southern-Italian",1
"Spanish, Pizza, Mediterranean, Healthy",1
"Cafe, Spanish, Pizza, Mediterranean, Healthy",1
"Italian, International, Mediterranean, Deli, Neapolitan, Campania, Southern-Italian",1
"Steakhouse, Fast food, Spanish, Portuguese, Wine Bar, European",1
"Pizza, Seafood, Deli, Mediterranean, Italian",1
"Caribbean, Fast food, British, Healthy, Street Food, Jamaican",1
"Bar, Pizza, European, Eastern European, Central European, Romanian, International",1
"Arabic, Indian, Middle Eastern, Egyptian, Afghani",1
"Italian, Cafe, Wine Bar, Brew Pub, Bar",1
"Cafe, Portuguese, International, Mediterranean, European, Dining bars",1
"Asian, Indian, Fusion, Balti, Bangladeshi",1
"American, Italian, Steakhouse, Barbecue",1
"American, Brazilian, Barbecue, Asian, South American",1
"Fast food, Mediterranean, European, Spanish, Dining bars",1
"Seafood, Mediterranean, Healthy, European, Spanish",1
"Bar, Mediterranean, Barbecue, Pub, Diner",1
"Cafe, British, Soups, Scottish, Healthy",1
"International, European, Contemporary, Pub, Fusion, Gastropub",1
"Indian, Pizza, Fast food, Diner",1
"American, Austrian, Cafe, European, Italian",1
"Italian, Tuscan, Romana",1
"Italian, Mexican, Pizza, Diner, Steakhouse",1
"Italian, Steakhouse, Barbecue, Sicilian, Southern-Italian, International",1
"Spanish, Deli, Dining bars, Mediterranean",1
"International, Asian, Spanish",1
"American, Bar, Barbecue, Grill, Pub, British",1
"Seafood, Italian, Pizza, Grill, Soups, Neapolitan, Campania, Southern-Italian",1
"Italian, Seafood, Mediterranean, Barbecue, European, Healthy, Tuscan, Central-Italian",1
"Italian, Northern-Italian, Seafood, International, Contemporary",1
"Mediterranean, Spanish, Gastropub, Catalan, Steakhouse",1
"Italian, Pizza, Seafood, Bar, Cafe",1
"Italian, American, Pizza, Fast food, Indian",1
"Mediterranean, British, Dining bars",1
"Pizza, Italian, Seafood, Mediterranean, Contemporary, Sicilian, Southern-Italian",1
"Chinese, Fast food, Asian, American",1
"Cafe, European, Pub, Swedish, Caucasian",1
"French, Irish, Seafood, International",1
"Central European, Austrian, International, European, Diner, Soups",1
"Italian, Seafood, International, Fusion, Russian",1
"Italian, Healthy, Street Food, Pizza, Mediterranean",1
"International, Italian, Mediterranean, Pizza, European",1
"International, Mediterranean, Fusion, Contemporary",1
"Italian, Chinese, Pizza, Cafe",1
"Italian, Cafe, Pizza, Seafood",1
"Seafood, European, Croatian, Italian, International, Mediterranean, Grill",1
"European, Steakhouse, Pizza, Turkish, Diner, Swedish",1
"Lebanese, Moroccan, Mediterranean, Middle Eastern, Tunisian, Algerian",1
"American, German, Spanish, Thai",1
"Argentinian, Israeli, Middle Eastern",1
"Fast food, Dining bars, Pizza, Cafe, Fruit parlours",1
"Italian, Brew Pub, Cafe, Spanish",1
"Italian, Seafood, Middle Eastern, Afghani",1
"Mexican, Steakhouse, Pizza, Fast food, Beer restaurants",1
"Asian, Indian, Wine Bar",1
"Seafood, International, Barbecue, Wine Bar, Pizza, European",1
"Italian, Pizza, Northern-Italian, Central-Italian, Southern-Italian, Beer restaurants",1
"Cafe, European, Bar, International",1
"Italian, Mediterranean, Fusion, Healthy, Wine Bar",1
"Cafe, European, Portuguese, Pizza, Fast food, Gastropub",1
"Bar, American, Pizza, British, Pub",1
"Spanish, Diner, Steakhouse, Pizza, Mediterranean",1
"Peruvian, Japanese, Seafood, Sushi, Asian",1
"Eastern European, Polish, European, Central European",1
"Italian, Seafood, Neapolitan, Campania, Southern-Italian, Deli, Grill",1
"Italian, Pizza, Fast food, Street Food, Lazio, Central-Italian",1
"Italian, Mexican, Steakhouse, Fast food, International",1
"Polish, International, European, Russian, Israeli",1
"Grill, Mediterranean, Spanish, European",1
"Italian, International, European, Deli, Contemporary",1
"Italian, Argentinian, Steakhouse, South American",1
"Mediterranean, Grill, Gastropub, Portuguese",1
"Italian, American, Brew Pub, Bar, Pizza, Barbecue, Pub",1
"Mexican, American, European, Portuguese",1
"Belgian, Bar, Cafe, European, Deli, Contemporary, Pub",1
"Middle Eastern, Afghani, Japanese sweets parlour",1
"Indian, Asian, Grill, Fusion, Bangladeshi",1
"Greek, Grill, Fast food, Barbecue",1
"Italian, Pizza, Wine Bar, Mediterranean, Healthy",1
"Italian, German, Austrian, International",1
"Mexican, American, British, Pub, Street Food",1
"Italian, Romana, Mediterranean, Lazio, Central-Italian",1
"International, European, Seafood, Mediterranean",1
"Pizza, Fast food, European, Deli",1
"Japanese, Peruvian, Fusion, Sushi, South American",1
"European, Italian, Mediterranean, Fusion",1
"Italian, Sicilian, Southern-Italian, Pizza, Mediterranean, European",1
"Spanish, Grill, Bar, Cafe, Barbecue",1
"American, Cafe, British, French",1
"Pizza, Cafe, Italian, Deli, Tuscan, Sicilian, Central-Italian, Southern-Italian",1
"French, American, British, Cafe, European",1
"Mexican, American, Steakhouse, Barbecue, Bar, Pub",1
"European, Fusion, French, Seafood, Wine Bar",1
"European, Healthy, Belgian, Soups",1
"Italian, Bar, International, Central European",1
"Steakhouse, Seafood, Grill, Contemporary",1
"Chinese, Asian, Seafood, Thai, Malaysian",1
"Romanian, Italian, Bar, International, Grill, Pub",1
"Belgian, European, French, Cafe, Pub",1
"Fast food, Soups, Cafe, Portuguese, Brazilian, European, South American",1
"Middle Eastern, Persian, Italian, Fast food",1
"Italian, Bar, Pub, American, Pizza",1
"Steakhouse, European, Eastern European, Central European",1
"Pakistani, Asian, Grill",1
"Lebanese, Middle Eastern, Grill",1
"Italian, Northern-Italian, Central-Italian, Emilian",1
"Italian, Mediterranean, Street Food, Pizza",1
"Pizza, British, American, Fast food, Contemporary",1
"Fusion, Seafood, Asian",1
"Romanian, International, Mediterranean, European, Gastropub, Eastern European, Central European",1
"Mediterranean, Belgian, European, Fusion",1
"Pizza, Bar, Cafe, Pub, Healthy, Beer restaurants",1
"Italian, Bar, Pub, Wine Bar, Street Food",1
"Italian, Mexican, American, Bar, International, Pub",1
"Steakhouse, Pub, Sicilian, Brew Pub, Grill, Wine Bar",1
"Cafe, European, Contemporary, Swedish, Scandinavian",1
"American, Indian, European, Asian, Portuguese, Sri Lankan",1
"Mexican, Indian, Mediterranean, British, Middle Eastern",1
"Bar, European, Pub, Healthy, Portuguese, Wine Bar, Fruit parlours",1
"Bar, European, Pub, Portuguese, Gastropub, Mediterranean",1
"Cafe, Mediterranean, Deli, Italian, Sicilian, Southern-Italian",1
"Italian, Pub, Street Food",1
"International, Croatian, Seafood, Mediterranean, Barbecue, European",1
"Italian, German, Austrian, Romanian, Central European",1
"Taiwanese, Bar, Fast food, Diner, Street Food",1
"International, European, Fusion, Italian, Mediterranean",1
"International, Mediterranean, Spanish, Deli, European",1
"Portuguese, European, Healthy, Wine Bar",1
"Middle Eastern, Indian, Grill, Contemporary, Bangladeshi",1
"Indian, Asian, Balti, European, Grill",1
"French, International, German, Spanish",1
"Latin, Cafe, European, Spanish, Swedish",1
"Italian, Mediterranean, European, Healthy, Emilian, Northern-Italian",1
"Italian, International, Seafood, Mediterranean, Apulian, Southern-Italian",1
"Chinese, Japanese, Sushi, Asian, Seafood, Fusion, Middle Eastern",1
"Irish, Fast food, European, Pizza",1
"Bar, Mediterranean, European, Catalan, Brew Pub",1
"Asian, Fusion, Healthy, Wine Bar, Dining bars",1
"Italian, American, Asian, British, Street Food, Bar",1
"Italian, Seafood, Calabrian, Southern-Italian, Dining bars",1
"Italian, Contemporary, Fusion, Seafood",1
"Pub, European, Portuguese",1
"Polish, International, European, Russian, Eastern European, Ukrainian",1
"Eastern European, Bar, International, European, Pub, Romanian",1
"Deli, Italian, Bar, Pizza, Cafe, Pub",1
"American, Brazilian, Mediterranean, Grill, South American",1
"Italian, Bar, Cafe, Pub, Street Food, Sicilian, Southern-Italian",1
"French, Moroccan, Mediterranean, Belgian, European",1
"Steakhouse, Bar, Barbecue, Greek, Grill, Pub, European",1
"Cafe, British, European, Pub",1
"Barbecue, Steakhouse, Mediterranean, Spanish, Catalan",1
"Italian, Mediterranean, European, Wine Bar, Central European, International",1
"Cafe, International, British, Deli, French",1
"Italian, Cafe, European, Contemporary, Healthy",1
"Steakhouse, Spanish, Venezuelan, South American",1
"Asian, Vietnamese, Grill, Street Food",1
"Italian, Irish, Mediterranean, Pub, Wine Bar, Gastropub",1
"Steakhouse, British, Wine Bar",1
"Italian, Pizza, Seafood, Lombard, Northern-Italian, European",1
"Italian, Fast food, Mediterranean, Neapolitan, Wine Bar, Campania, Southern-Italian",1
